"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2001",10.742867,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2002",10.681874,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2003",10.211701,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2004",9.7057924,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2005",9.3885164,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2006",9.1624346,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2007",9.8311481,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2008",9.2356691,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2009",8.6687307,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2010",8.0597019,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2011",7.7809796,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2012",6.4066854,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2013",7.0080862,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2014",6.2827225,
"NOR","WAGEGAP","TOT","PC_MENWAGE","A","2015",7.1246819,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1991",20.148817,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1992",17.247705,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1993",20.028667,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1994",18.853945,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1995",20.104614,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1996",20.465694,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1997",18.568771,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1998",19.107622,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","1999",17.55932,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2001",14.299743,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2002",11.315955,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2004",10.638849,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2006",11.44042,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2008",12.993822,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2010",7.190207,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2012",10.620155,
"POL","WAGEGAP","TOT","PC_MENWAGE","A","2014",11.072863,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2004",13.030304,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2005",15.966388,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2006",14.354839,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2007",15.27778,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2008",15.635483,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2009",13.7925,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2010",13.450867,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.248123,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2012",16.315466,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2013",16.666666,
"PRT","WAGEGAP","TOT","PC_MENWAGE","A","2014",18.879688,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2002",20.355162,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2003",20.689655,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2004",20.883766,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2005",20.099257,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2006",17.802769,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2007",17.521706,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2008",16.444769,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2009",16.432722,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2010",14.851118,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.449857,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2012",15.965269,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2013",14.10933,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2014",14.350047,
"SVK","WAGEGAP","TOT","PC_MENWAGE","A","2015",13.376625,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2004",12.570706,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2005",12.5,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2006",10.372225,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2007",8.8893337,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2008",11.797639,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2009",7.3026009,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2010",6.5850592,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2011",8.2663479,
"ESP","WAGEGAP","TOT","PC_MENWAGE","A","2012",8.6476269,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1975",18.269617,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1978",16.553919,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1980",12.765073,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1981",15.202703,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1982",13.591398,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1983",14.532872,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1984",15.86354,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1985",16.680815,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1986",15.080346,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1987",14.660743,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1988",17.522541,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1989",19.572554,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1990",19.037199,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1991",19.277567,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1992",19.042189,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1993",18.747599,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1994",17.230886,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1995",18.776291,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1996",16.385012,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1997",16.725979,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1998",16.958462,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","1999",16.845638,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2000",15.495732,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2001",16.591496,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2002",15.857913,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2003",16.005081,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2004",15.320592,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2005",14.444112,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2006",14.589486,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2007",16.363636,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2008",15.389049,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2009",14.917437,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2010",14.32126,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2011",15.934516,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2012",15.13587,
"SWE","WAGEGAP","TOT","PC_MENWAGE","A","2013",13.420491,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","1996",25.47,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","1998",24.12,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2000",23.79,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2002",22.8,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2004",22.01,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2006",21.32,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2008",21.31,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2010",20.05,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2012",19.34,
"CHE","WAGEGAP","TOT","PC_MENWAGE","A","2014",16.94,
"TUR","WAGEGAP","TOT","PC_MENWAGE","A","2010",20.064724,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1970",47.578041,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1971",45.527424,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1972",45.677795,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1973",46.378727,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1974",44.422234,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1975",39.855415,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1976",36.550301,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1977",35.788368,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1978",37.474869,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1979",38.295238,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1980",36.688587,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1981",35.426811,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1982",35.659618,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1983",34.567284,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1984",35.081528,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1985",35.120113,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1986",34.938507,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1987",34.512955,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1988",34.045731,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1989",33.730659,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1990",32.744957,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1991",31.075478,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1992",29.94668,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1993",28.719019,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1994",28.079718,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1995",28.192835,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1996",27.21841,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1997",26.919069,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1998",27.035294,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","1999",26.089729,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2000",26.280313,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2001",25.639647,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2002",24.379099,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2003",24.124468,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2004",23.358742,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2005",22.063959,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2006",21.718084,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2007",21.634781,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2008",21.857868,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2009",20.686296,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2010",19.231438,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2011",18.246006,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2012",17.783882,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2013",17.482014,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2014",17.382742,
"GBR","WAGEGAP","TOT","PC_MENWAGE","A","2015",16.925247,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1973",38.110405,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1974",39.100685,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1975",37.630032,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1976",37.755974,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1977",38.224854,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1978",38.972477,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1979",37.641949,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1980",36.552151,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1981",35.174,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1982",34.724091,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1983",34.286449,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1984",33.432171,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1985",32.978218,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1986",32.190216,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1987",31.022223,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1988",30.069174,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1989",29.363579,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1990",28.45545,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1991",26.571093,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1992",25.057737,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1993",23.876404,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1994",23.884514,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1995",24.579985,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1996",23.823948,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1997",23.786491,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1998",23.745819,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","1999",23.462784,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2000",23.088924,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2001",23.58209,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2002",22.091311,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2003",20.575539,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2004",19.635344,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2005",18.975069,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2006",19.2463,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2007",19.843342,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2008",20.050125,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2009",19.78022,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2010",18.81068,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2011",17.788462,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2012",19.086651,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2013",17.906977,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2014",17.451206,
"USA","WAGEGAP","TOT","PC_MENWAGE","A","2015",18.882681,
"CHL","WAGEGAP","TOT","PC_MENWAGE","A","2006",3.9584157,
"CHL","WAGEGAP","TOT","PC_MENWAGE","A","2009",9.090909,
"CHL","WAGEGAP","TOT","PC_MENWAGE","A","2011",16,
"CHL","WAGEGAP","TOT","PC_MENWAGE","A","2013",16.666666,
"EST","WAGEGAP","TOT","PC_MENWAGE","A","2002",24.045801,
"EST","WAGEGAP","TOT","PC_MENWAGE","A","2006",28.121601,
"EST","WAGEGAP","TOT","PC_MENWAGE","A","2010",26.601547,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2001",28.1035,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2002",24.520096,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2003",24.614925,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2004",25.461952,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2005",22.351538,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2006",22.015915,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2007",21.16065,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2008",22.026011,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2009",20.268637,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2010",20.700092,
"ISR","WAGEGAP","TOT","PC_MENWAGE","A","2011",21.827412,
"SVN","WAGEGAP","TOT","PC_MENWAGE","A","2010",11.633663,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2005",16.666666,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2006",18.60465,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2007",12.5,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2008",22.222221,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2009",16.666666,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2010",11.627907,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2011",10,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2012",13.555555,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2013",15.433404,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2014",18.299999,
"MEX","WAGEGAP","TOT","PC_MENWAGE","A","2015",16.666666,
"LVA","WAGEGAP","TOT","PC_MENWAGE","A","2002",19.23077,
"LVA","WAGEGAP","TOT","PC_MENWAGE","A","2006",8.0851068,
"LVA","WAGEGAP","TOT","PC_MENWAGE","A","2010",13.333333,
"LTU","WAGEGAP","TOT","PC_MENWAGE","A","2002",13.0793,
"LTU","WAGEGAP","TOT","PC_MENWAGE","A","2006",14.234104,
"LTU","WAGEGAP","TOT","PC_MENWAGE","A","2010",6.9565215,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",51.79602268,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",49.96607774,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",49.89719336,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",47.26453792,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",48.46805041,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",48.60410006,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",46.53011464,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",45.36215822,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",44.05811876,
"AUT","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",45.36815983,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",42.5675895,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",44.53977625,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",46.87301087,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",45.03698723,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",41.82096185,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",35.68278956,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",32.34275215,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",30.24335563,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",32.93944622,
"BEL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",33.49684085,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",32.65165,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",33.70625,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",35.94587,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",36.8143,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",38.01716,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",38.73388,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",37.17995,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",38.96919,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",36.63381857,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",36.61844755,
"CAN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2013",35.29755132,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",32.0464184,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",30.81534391,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",28.94941412,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",29.35613378,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",29.20800835,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",29.65451098,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",29.79796172,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",31.07323228,
"CZE","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",32.30413537,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",9.217214746,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",6.21395134,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",12.36758434,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",12.00833273,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",17.15911081,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",11.08508809,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",16.1093247,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",17.46692327,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",23.65456024,
"DNK","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",16.03725497,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",32.75015913,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",35.39674059,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",41.99132206,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",39.51994018,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",39.91036211,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",36.90219653,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",35.94008888,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",33.25018945,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",34.80308234,
"FIN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",35.87558032,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",37.42921105,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",33.92563555,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",31.85082266,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",32.9347973,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",36.22705511,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",35.96268102,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",31.63295636,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",29.94970791,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",30.44014333,
"FRA","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",31.38424186,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",45.44560375,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",44.65533505,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",43.40025806,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",40.48329219,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",39.66353099,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",39.00601796,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",42.64869735,
"DEU","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",42.9726328,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",39.18744992,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",38.11276571,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",42.14682459,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",44.00846537,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",46.31139812,
"GRC","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",42.38516592,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",29.2865498,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",26.68619931,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",26.58702432,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",23.90536345,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",27.65795042,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",32.13243586,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",34.46657189,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",32.55421026,
"HUN","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",31.38773253,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",44.34154194,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",40.79682408,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",34.34326261,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",28.2817486,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",24.90111679,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2008",20.50067541,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2009",15.90236775,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2010",11.35181234,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2011",17.47072312,
"ISL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2012",19.39022618,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2003",25.48211955,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2004",28.41180614,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2005",28.56875109,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2006",33.64665563,
"IRL","WAGEGAP","SELFEMPLOYED","PC_MENWAGE","A","2007",29.9994706,
